message_id,conversation_id,topic,timestamp,labeler_id,confidence
35452,0,Spam message,2022-02-02T05:30:00Z,llama3.3:latest,1.0
35451,4,Discussion about token burn,2022-02-01T05:25:00Z,llama3.3:latest,0.6
35450,3,Discussion about $PAWS token,2022-01-31T05:20:00Z,llama3.3:latest,0.7
35449,2,Discussion about XTONXWHEELROBOT,2022-01-30T05:15:00Z,llama3.3:latest,0.9
35448,1,Discussion about token giveaway,2022-01-29T05:10:00Z,llama3.3:latest,0.8
35447,0,Spam message,2022-01-28T05:05:00Z,llama3.3:latest,1.0
35446,4,Discussion about token burn,2022-01-27T05:00:00Z,llama3.3:latest,0.6
35445,3,Discussion about $PAWS token,2022-01-26T04:55:00Z,llama3.3:latest,0.7
35444,2,Discussion about XTONXWHEELROBOT,2022-01-25T04:50:00Z,llama3.3:latest,0.9
35443,1,Discussion about token giveaway,2022-01-24T04:45:00Z,llama3.3:latest,0.8
35442,0,Spam message,2022-01-23T04:40:00Z,llama3.3:latest,1.0
35441,4,Discussion about token burn,2022-01-22T04:35:00Z,llama3.3:latest,0.6
35440,3,Discussion about $PAWS token,2022-01-21T04:30:00Z,llama3.3:latest,0.7
35439,2,Discussion about XTONXWHEELROBOT,2022-01-20T04:25:00Z,llama3.3:latest,0.9
35438,1,Discussion about token giveaway,2022-01-19T04:20:00Z,llama3.3:latest,0.8
35437,0,Spam message,2022-01-18T04:15:00Z,llama3.3:latest,1.0
35436,4,Discussion about token burn,2022-01-17T04:10:00Z,llama3.3:latest,0.6
35435,3,Discussion about $PAWS token,2022-01-16T04:05:00Z,llama3.3:latest,0.7
35434,2,Discussion about XTONXWHEELROBOT,2022-01-15T04:00:00Z,llama3.3:latest,0.9
35433,1,Discussion about token giveaway,2022-01-14T03:55:00Z,llama3.3:latest,0.8
35432,0,Spam message,2022-01-13T03:50:00Z,llama3.3:latest,1.0
35431,4,Discussion about token burn,2022-01-12T03:45:00Z,llama3.3:latest,0.6
35430,3,Discussion about $PAWS token,2022-01-11T03:40:00Z,llama3.3:latest,0.7
35429,2,Discussion about XTONXWHEELROBOT,2022-01-10T03:35:00Z,llama3.3:latest,0.9
35428,1,Discussion about token giveaway,2022-01-09T03:30:00Z,llama3.3:latest,0.8
35427,0,Spam message,2022-01-08T03:25:00Z,llama3.3:latest,1.0
35426,4,Discussion about token burn,2022-01-07T03:20:00Z,llama3.3:latest,0.6
35425,3,Discussion about $PAWS token,2022-01-06T03:15:00Z,llama3.3:latest,0.7
35424,2,Discussion about XTONXWHEELROBOT,2022-01-05T03:10:00Z,llama3.3:latest,0.9
35423,1,Discussion about token giveaway,2022-01-04T03:05:00Z,llama3.3:latest,0.8
35422,0,Spam message,2022-01-03T03:00:00Z,llama3.3:latest,1.0
35421,4,Discussion about token burn,2022-01-02T02:55:00Z,llama3.3:latest,0.6
35420,3,Discussion about $PAWS token,2022-01-01T02:50:00Z,llama3.3:latest,0.7
35419,2,Discussion about XTONXWHEELROBOT,2021-12-31T02:45:00Z,llama3.3:latest,0.9
35418,1,Discussion about token giveaway,2021-12-30T02:40:00Z,llama3.3:latest,0.8
35417,0,Spam message,2021-12-29T02:35:00Z,llama3.3:latest,1.0
35416,4,Discussion about token burn,2021-12-28T02:30:00Z,llama3.3:latest,0.6
35415,3,Discussion about $PAWS token,2021-12-27T02:25:00Z,llama3.3:latest,0.7
35414,2,Discussion about XTONXWHEELROBOT,2021-12-26T02:20:00Z,llama3.3:latest,0.9
35413,1,Discussion about token giveaway,2021-12-25T02:15:00Z,llama3.3:latest,0.8
35412,0,Spam message,2021-12-24T02:10:00Z,llama3.3:latest,1.0
35411,4,Discussion about token burn,2021-12-23T02:05:00Z,llama3.3:latest,0.6
35410,3,Discussion about $PAWS token,2021-12-22T02:00:00Z,llama3.3:latest,0.7
35409,2,Discussion about XTONXWHEELROBOT,2021-12-21T01:55:00Z,llama3.3:latest,0.9
35408,1,Discussion about token giveaway,2021-12-20T01:50:00Z,llama3.3:latest,0.8
35407,0,Spam message,2021-12-19T01:45:00Z,llama3.3:latest,1.0
35406,4,Discussion about token burn,2021-12-18T01:40:00Z,llama3.3:latest,0.6
35405,3,Discussion about $PAWS token,2021-12-17T01:35:00Z,llama3.3:latest,0.7
35404,2,Discussion about XTONXWHEELROBOT,2021-12-16T01:30:00Z,llama3.3:latest,0.9
35403,1,Discussion about token giveaway,2021-12-15T01:25:00Z,llama3.3:latest,0.8
35402,0,Spam message,2021-12-14T01:20:00Z,llama3.3:latest,1.0
35401,4,Discussion about token burn,2021-12-13T01:15:00Z,llama3.3:latest,0.6
35400,3,Discussion about $PAWS token,2021-12-12T01:10:00Z,llama3.3:latest,0.7
35399,2,Discussion about XTONXWHEELROBOT,2021-12-11T01:05:00Z,llama3.3:latest,0.9
35398,1,Discussion about token giveaway,2021-12-10T01:00:00Z,llama3.3:latest,0.8
35397,0,Spam message,2021-12-09T00:55:00Z,llama3.3:latest,1.0
35396,4,Discussion about token burn,2021-12-08T00:50:00Z,llama3.3:latest,0.6
35395,3,Discussion about $PAWS token,2021-12-07T00:45:00Z,llama3.3:latest,0.7
35394,2,Discussion about XTONXWHEELROBOT,2021-12-06T00:40:00Z,llama3.3:latest,0.9
35393,1,Discussion about token giveaway,2021-12-05T00:35:00Z,llama3.3:latest,0.8
35392,0,Spam message,2021-12-04T00:30:00Z,llama3.3:latest,1.0
35391,4,Discussion about token burn,2021-12-03T00:25:00Z,llama3.3:latest,0.6
35390,3,Discussion about $PAWS token,2021-12-02T00:20:00Z,llama3.3:latest,0.7
35389,2,Discussion about XTONXWHEELROBOT,2021-12-01T00:15:00Z,llama3.3:latest,0.9
35388,1,Discussion about token giveaway,2021-11-30T00:10:00Z,llama3.3:latest,0.8
35387,0,Spam message,2021-11-29T00:05:00Z,llama3.3:latest,1.0
35386,4,Discussion about token burn,2021-11-28T00:00:00Z,llama3.3:latest,0.6
35385,3,Discussion about $PAWS token,2021-11-27T23:55:00Z,llama3.3:latest,0.7
35384,2,Discussion about XTONXWHEELROBOT,2021-11-26T23:50:00Z,llama3.3:latest,0.9
35383,1,Discussion about token giveaway,2021-11-25T23:45:00Z,llama3.3:latest,0.8
35382,0,Spam message,2021-11-24T23:40:00Z,llama3.3:latest,1.0
35381,4,Discussion about token burn,2021-11-23T23:35:00Z,llama3.3:latest,0.6
35380,3,Discussion about $PAWS token,2021-11-22T23:30:00Z,llama3.3:latest,0.7
35379,2,Discussion about XTONXWHEELROBOT,2021-11-21T23:25:00Z,llama3.3:latest,0.9
35378,1,Discussion about token giveaway,2021-11-20T23:20:00Z,llama3.3:latest,0.8
35377,0,Spam message,2021-11-19T23:15:00Z,llama3.3:latest,1.0
35376,4,Discussion about token burn,2021-11-18T23:10:00Z,llama3.3:latest,0.6
35375,3,Discussion about $PAWS token,2021-11-17T23:05:00Z,llama3.3:latest,0.7
35374,2,Discussion about XTONXWHEELROBOT,2021-11-16T23:00:00Z,llama3.3:latest,0.9
35373,1,Discussion about token giveaway,2021-11-15T22:55:00Z,llama3.3:latest,0.8
35372,0,Spam message,2021-11-14T22:50:00Z,llama3.3:latest,1.0
35371,4,Discussion about token burn,2021-11-13T22:45:00Z,llama3.3:latest,0.6
35370,3,Discussion about $PAWS token,2021-11-12T22:40:00Z,llama3.3:latest,0.7
35369,2,Discussion about XTONXWHEELROBOT,2021-11-11T22:35:00Z,llama3.3:latest,0.9
35368,1,Discussion about token giveaway,2021-11-10T22:30:00Z,llama3.3:latest,0.8
35367,0,Spam message,2021-11-09T22:25:00Z,llama3.3:latest,1.0
35366,4,Discussion about token burn,2021-11-08T22:20:00Z,llama3.3:latest,0.6
35365,3,Discussion about $PAWS token,2021-11-07T22:15:00Z,llama3.3:latest,0.7
35364,2,Discussion about XTONXWHEELROBOT,2021-11-06T22:10:00Z,llama3.3:latest,0.9
35363,1,Discussion about token giveaway,2021-11-05T22:05:00Z,llama3.3:latest,0.8
35362,0,Spam message,2021-11-04T22:00:00Z,llama3.3:latest,1.0
35361,4,Discussion about token burn,2021-11-03T21:55:00Z,llama3.3:latest,0.6
35360,3,Discussion about $PAWS token,2021-11-02T21:50:00Z,llama3.3:latest,0.7
35359,2,Discussion about XTONXWHEELROBOT,2021-11-01T21:45:00Z,llama3.3:latest,0.9
35358,1,Discussion about token giveaway,2021-10-31T21:40:00Z,llama3.3:latest,0.8
35357,0,Spam message,2021-10-30T21:35:00Z,llama3.3:latest,1.0
35356,4,Discussion about token burn,2021-10-29T21:30:00Z,llama3.3:latest,0.6
35355,3,Discussion about $PAWS token,2021-10-28T21:25:00Z,llama3.3:latest,0.7
35354,2,Discussion about XTONXWHEELROBOT,2021-10-27T21:20:00Z,llama3.3:latest,0.9
35353,1,Discussion about token giveaway,2021-10-26T21:15:00Z,llama3.3:latest,0.8
35352,0,Spam message,2021-10-25T21:10:00Z,llama3.3:latest,1.0
35351,4,Discussion about token burn,2021-10-24T21:05:00Z,llama3.3:latest,0.6
35350,3,Discussion about $PAWS token,2021-10-23T21:00:00Z,llama3.3:latest,0.7
35349,2,Discussion about XTONXWHEELROBOT,2021-10-22T20:55:00Z,llama3.3:latest,0.9
35348,1,Discussion about token giveaway,2021-10-21T20:50:00Z,llama3.3:latest,0.8
35347,0,Spam message,2021-10-20T20:45:00Z,llama3.3:latest,1.0
35346,4,Discussion about token burn,2021-10-19T20:40:00Z,llama3.3:latest,0.6
35345,3,Discussion about $PAWS token,2021-10-18T20:35:00Z,llama3.3:latest,0.7
35344,2,Discussion about XTONXWHEELROBOT,2021-10-17T20:30:00Z,llama3.3:latest,0.9
35343,1,Discussion about token giveaway,2021-10-16T20:25:00Z,llama3.3:latest,0.8
35342,0,Spam message,2021-10-15T20:20:00Z,llama3.3:latest,1.0
35341,4,Discussion about token burn,2021-10-14T20:15:00Z,llama3.3:latest,0.6
35340,3,Discussion about $PAWS token,2021-10-13T20:10:00Z,llama3.3:latest,0.7
35339,2,Discussion about XTONXWHEELROBOT,2021-10-12T20:05:00Z,llama3.3:latest,0.9
35338,1,Discussion about token giveaway,2021-10-11T20:00:00Z,llama3.3:latest,0.8
35337,0,Spam message,2021-10-10T19:55:00Z,llama3.3:latest,1.0
35336,4,Discussion about token burn,2021-10-09T19:50:00Z,llama3.3:latest,0.6
35335,3,Discussion about $PAWS token,2021-10-08T19:45:00Z,llama3.3:latest,0.7
35334,2,Discussion about XTONXWHEELROBOT,2021-10-07T19:40:00Z,llama3.3:latest,0.9
35333,1,Discussion about token giveaway,2021-10-06T19:35:00Z,llama3.3:latest,0.8
35332,0,Spam message,2021-10-05T19:30:00Z,llama3.3:latest,1.0
35331,4,Discussion about token burn,2021-10-04T19:25:00Z,llama3.3:latest,0.6
35330,3,Discussion about $PAWS token,2021-10-03T19:20:00Z,llama3.3:latest,0.7
35329,2,Discussion about XTONXWHEELROBOT,2021-10-02T19:15:00Z,llama3.3:latest,0.9
35328,1,Discussion about token giveaway,2021-10-01T19:10:00Z,llama3.3:latest,0.8
35327,0,Spam message,2021-09-30T19:05:00Z,llama3.3:latest,1.0
35326,4,Discussion about token burn,2021-09-29T19:00:00Z,llama3.3:latest,0.6
35325,3,Discussion about $PAWS token,2021-09-28T18:55:00Z,llama3.3:latest,0.7
35324,2,Discussion about XTONXWHEELROBOT,2021-09-27T18:50:00Z,llama3.3:latest,0.9
35323,1,Discussion about token giveaway,2021-09-26T18:45:00Z,llama3.3:latest,0.8
35322,0,Spam message,2021-09-25T18:40:00Z,llama3.3:latest,1.0
35321,4,Discussion about token burn,2021-09-24T18:35:00Z,llama3.3:latest,0.6
35320,3,Discussion about $PAWS token,2021-09-23T18:30:00Z,llama3.3:latest,0.7
35319,2,Discussion about XTONXWHEELROBOT,2021-09-22T18:25:00Z,llama3.3:latest,0.9
35318,1,Discussion about token giveaway,2021-09-21T18:20:00Z,llama3.3:latest,0.8
35317,0,Spam message,2021-09-20T18:15:00Z,llama3.3:latest,1.0
35316,4,Discussion about token burn,2021-09-19T18:10:00Z,llama3.3:latest,0.6
35315,3,Discussion about $PAWS token,2021-09-18T18:05:00Z,llama3.3:latest,0.7
35314,2,Discussion about XTONXWHEELROBOT,2021-09-17T18:00:00Z,llama3.3:latest,0.9
35313,1,Discussion about token giveaway,2021-09-16T17:55:00Z,llama3.3:latest,0.8
35312,0,Spam message,2021-09-15T17:50:00Z,llama3.3:latest,1.0
35311,4,Discussion about token burn,2021-09-14T17:45:00Z,llama3.3:latest,0.6
35310,3,Discussion about $PAWS token,2021-09-13T17:40:00Z,llama3.3:latest,0.7
35309,2,Discussion about XTONXWHEELROBOT,2021-09-12T17:35:00Z,llama3.3:latest,0.9
35308,1,Discussion about token giveaway,2021-09-11T17:30:00Z,llama3.3:latest,0.8
35307,0,Spam message,2021-09-10T17:25:00Z,llama3.3:latest,1.0
35306,4,Discussion about token burn,2021-09-09T17:20:00Z,llama3.3:latest,0.6
35305,3,Discussion about $PAWS token,2021-09-08T17:15:00Z,llama3.3:latest,0.7
35304,2,Discussion about XTONXWHEELROBOT,2021-09-07T17:10:00Z,llama3.3:latest,0.9
35303,1,Discussion about token giveaway,2021-09-06T17:05:00Z,llama3.3:latest,0.8
35302,0,Spam message,2021-09-05T17:00:00Z,llama3.3:latest,1.0
35301,4,Discussion about token burn,2021-09-04T16:55:00Z,llama3.3:latest,0.6
35300,3,Discussion about $PAWS token,2021-09-03T16:50:00Z,llama3.3:latest,0.7
35299,2,Discussion about XTONXWHEELROBOT,2021-09-02T16:45:00Z,llama3.3:latest,0.9
35298,1,Discussion about token giveaway,2021-09-01T16:40:00Z,llama3.3:latest,0.8
35297,0,Spam message,2021-08-31T16:35:00Z,llama3.3:latest,1.0
35296,4,Discussion about token burn,2021-08-30T16:30:00Z,llama3.3:latest,0.6
35295,3,Discussion about $PAWS token,2021-08-29T16:25:00Z,llama3.3:latest,0.7
35294,2,Discussion about XTONXWHEELROBOT,2021-08-28T16:20:00Z,llama3.3:latest,0.9
35293,1,Discussion about token giveaway,2021-08-27T16:15:00Z,llama3.3:latest,0.8
35292,0,Spam message,2021-08-26T16:10:00Z,llama3.3:latest,1.0
35291,4,Discussion about token burn,2021-08-25T16:05:00Z,llama3.3:latest,0.6
35290,3,Discussion about $PAWS token,2021-08-24T16:00:00Z,llama3.3:latest,0.7
35289,2,Discussion about XTONXWHEELROBOT,2021-08-23T15:55:00Z,llama3.3:latest,0.9
35288,1,Discussion about token giveaway,2021-08-22T15:50:00Z,llama3.3:latest,0.8
35287,0,Spam message,2021-08-21T15:45:00Z,llama3.3:latest,1.0
35286,4,Discussion about token burn,2021-08-20T15:40:00Z,llama3.3:latest,0.6
35285,3,Discussion about $PAWS token,2021-08-19T15:35:00Z,llama3.3:latest,0.7
35284,2,Discussion about XTONXWHEELROBOT,2021-08-18T15:30:00Z,llama3.3:latest,0.9
35283,1,Discussion about token giveaway,2021-08-17T15:25:00Z,llama3.3:latest,0.8
35282,0,Spam message,2021-08-16T15:20:00Z,llama3.3:latest,1.0
35281,4,Discussion about token burn,2021-08-15T15:15:00Z,llama3.3:latest,0.6
35280,3,Discussion about $PAWS token,2021-08-14T15:10:00Z,llama3.3:latest,0.7
35279,2,Discussion about XTONXWHEELROBOT,2021-08-13T15:05:00Z,llama3.3:latest,0.9
35278,1,Discussion about token giveaway,2021-08-12T15:00:00Z,llama3.3:latest,0.8
35277,0,Spam message,2021-08-11T14:55:00Z,llama3.3:latest,1.0
35276,4,Discussion about token burn,2021-08-10T14:50:00Z,llama3.3:latest,0.6
35275,3,Discussion about $PAWS token,2021-08-09T14:45:00Z,llama3.3:latest,0.7
35274,2,Discussion about XTONXWHEELROBOT,2021-08-08T14:40:00Z,llama3.3:latest,0.9
35273,1,Discussion about token giveaway,2021-08-07T14:35:00Z,llama3.3:latest,0.8
35272,0,Spam message,2021-08-06T14:30:00Z,llama3.3:latest,1.0
35271,4,Discussion about token burn,2021-08-05T14:25:00Z,llama3.3:latest,0.6
35270,3,Discussion about $PAWS token,2021-08-04T14:20:00Z,llama3.3:latest,0.7
35269,2,Discussion about XTONXWHEELROBOT,2021-08-03T14:15:00Z,llama3.3:latest,0.9
35268,1,Discussion about token giveaway,2021-08-02T14:10:00Z,llama3.3:latest,0.8
35267,0,Spam message,2021-08-01T14:05:00Z,llama3.3:latest,1.0
35266,4,Discussion about token burn,2021-07-31T14:00:00Z,llama3.3:latest,0.6
35265,3,Discussion about $PAWS token,2021-07-30T13:55:00Z,llama3.3:latest,0.7
35264,2,Discussion about XTONXWHEELROBOT,2021-07-29T13:50:00Z,llama3.3:latest,0.9
35263,1,Discussion about token giveaway,2021-07-28T13:45:00Z,llama3.3:latest,0.8
35262,0,Spam message,2021-07-27T13:40:00Z,llama3.3:latest,1.0
35261,4,Discussion about token burn,2021-07-26T13:35:00Z,llama3.3:latest,0.6
35260,3,Discussion about $PAWS token,2021-07-25T13:30:00Z,llama3.3:latest,0.7
35259,2,Discussion about XTONXWHEELROBOT,2021-07-24T13:25:00Z,llama3.3:latest,0.9
35258,1,Discussion about token giveaway,2021-07-23T13:20:00Z,llama3.3:latest,0.8
35257,0,Spam message,2021-07-22T13:15:00Z,llama3.3:latest,1.0
35256,4,Discussion about token burn,2021-07-21T13:10:00Z,llama3.3:latest,0.6
35255,3,Discussion about $PAWS token,2021-07-20T13:05:00Z,llama3.3:latest,0.7
35254,2,Discussion about XTONXWHEELROBOT,2021-07-19T13:00:00Z,llama3.3:latest,0.9
35253,1,Discussion about token giveaway,2021-07-18T12:55:00Z,llama3.3:latest,0.8
35252,0,Spam message,2021-07-17T12:50:00Z,llama3.3:latest,1.0
35251,4,Discussion about token burn,2021-07-16T12:45:00Z,llama3.3:latest,0.6
35250,3,Discussion about $PAWS token,2021-07-15T12:40:00Z,llama3.3:latest,0.7
35249,2,Discussion about XTONXWHEELROBOT,2021-07-14T12:35:00Z,llama3.3:latest,0.9
35248,1,Discussion about token giveaway,2021-07-13T12:30:00Z,llama3.3:latest,0.8
35247,0,Spam message,2021-07-12T12:25:00Z,llama3.3:latest,1.0
35246,4,Discussion about token burn,2021-07-11T12:20:00Z,llama3.3:latest,0.6
35245,3,Discussion about $PAWS token,2021-07-10T12:15:00Z,llama3.3:latest,0.7
35244,2,Discussion about XTONXWHEELROBOT,2021-07-09T12:10:00Z,llama3.3:latest,0.9
35243,1,Discussion about token giveaway,2021-07-08T12:05:00Z,llama3.3:latest,0.8
35242,0,Spam message,2021-07-07T12:00:00Z,llama3.3:latest,1.0
35241,4,Discussion about token burn,2021-07-06T11:55:00Z,llama3.3:latest,0.6
35240,3,Discussion about $PAWS token,2021-07-05T11:50:00Z,llama3.3:latest,0.7
35239,2,Discussion about XTONXWHEELROBOT,2021-07-04T11:45:00Z,llama3.3:latest,0.9
35238,1,Discussion about token giveaway,2021-07-03T11:40:00Z,llama3.3:latest,0.8
35237,0,Spam message,2021-07-02T11:35:00Z,llama3.3:latest,1.0
35236,4,Discussion about token burn,2021-07-01T11:30:00Z,llama3.3:latest,0.6
35235,3,Discussion about $PAWS token,2021-06-30T11:25:00Z,llama3.3:latest,0.7
35234,2,Discussion about XTONXWHEELROBOT,2021-06-29T11:20:00Z,llama3.3:latest,0.9
35233,1,Discussion about token giveaway,2021-06-28T11:15:00Z,llama3.3:latest,0.8
35232,0,Spam message,2021-06-27T11:10:00Z,llama3.3:latest,1.0
35231,4,Discussion about token burn,2021-06-26T11:05:00Z,llama3.3:latest,0.6
35230,3,Discussion about $PAWS token,2021-06-25T11:00:00Z,llama3.3:latest,0.7
35229,2,Discussion about XTONXWHEELROBOT,2021-06-24T10:55:00Z,llama3.3:latest,0.9
35228,1,Discussion about token giveaway,2021-06-23T10:50:00Z,llama3.3:latest,0.8
35227,0,Spam message,2021-06-22T10:45:00Z,llama3.3:latest,1.0
35226,4,Discussion about token burn,2021-06-21T10:40:00Z,llama3.3:latest,0.6
35225,3,Discussion about $PAWS token,2021-06-20T10:35:00Z,llama3.3:latest,0.7
35224,2,Discussion about XTONXWHEELROBOT,2021-06-19T10:30:00Z,llama3.3:latest,0.9
35223,1,Discussion about token giveaway,2021-06-18T10:25:00Z,llama3.3:latest,0.8
35222,0,Spam message,2021-06-17T10:20:00Z,llama3.3:latest,1.0
35221,4,Discussion about token burn,2021-06-16T10:15:00Z,llama3.3:latest,0.6
35220,3,Discussion about $PAWS token,2021-06-15T10:10:00Z,llama3.3:latest,0.7
35219,2,Discussion about XTONXWHEELROBOT,2021-06-14T10:05:00Z,llama3.3:latest,0.9
35218,1,Discussion about token giveaway,2021-06-13T10:00:00Z,llama3.3:latest,0.8
35217,0,Spam message,2021-06-12T09:55:00Z,llama3.3:latest,1.0
35216,4,Discussion about token burn,2021-06-11T09:50:00Z,llama3.3:latest,0.6
35215,3,Discussion about $PAWS token,2021-06-10T09:45:00Z,llama3.3:latest,0.7
35214,2,Discussion about XTONXWHEELROBOT,2021-06-09T09:40:00Z,llama3.3:latest,0.9
35213,1,Discussion about token giveaway,2021-06-08T09:35:00Z,llama3.3:latest,0.8
35212,0,Spam message,2021-06-07T09:30:00Z,llama3.3:latest,1.0
35211,4,Discussion about token burn,2021-06-06T09:25:00Z,llama3.3:latest,0.6
35210,3,Discussion about $PAWS token,2021-06-05T09:20:00Z,llama3.3:latest,0.7
35209,2,Discussion about XTONXWHEELROBOT,2021-06-04T09:15:00Z,llama3.3:latest,0.9
35208,1,Discussion about token giveaway,2021-06-03T09:10:00Z,llama3.3:latest,0.8
35207,0,Spam message,2021-06-02T09:05:00Z,llama3.3:latest,1.0
35206,4,Discussion about token burn,2021-06-01T09:00:00Z,llama3.3:latest,0.6
35205,3,Discussion about $PAWS token,2021-05-31T08:55:00Z,llama3.3:latest,0.7
35204,2,Discussion about XTONXWHEELROBOT,2021-05-30T08:50:00Z,llama3.3:latest,0.9
35203,1,Discussion about token giveaway,2021-05-29T08:45:00Z,llama3.3:latest,0.8
35202,0,Spam message,2021-05-28T08:40:00Z,llama3.3:latest,1.0
35201,4,Discussion about token burn,2021-05-27T08:35:00Z,llama3.3:latest,0.6
35200,3,Discussion about $PAWS token,2021-05-26T08:30:00Z,llama3.3:latest,0.7
35199,2,Discussion about XTONXWHEELROBOT,2021-05-25T08:25:00Z,llama3.3:latest,0.9
35198,1,Discussion about token giveaway,2021-05-24T08:20:00Z,llama3.3:latest,0.8
35197,0,Spam message,2021-05-23T08:15:00Z,llama3.3:latest,1.0
35196,4,Discussion about token burn,2021-05-22T08:10:00Z,llama3.3:latest,0.6
35195,3,Discussion about $PAWS token,2021-05-21T08:05:00Z,llama3.3:latest,0.7
35194,2,Discussion about XTONXWHEELROBOT,2021-05-20T08:00:00Z,llama3.3:latest,0.9
35193,1,Discussion about token giveaway,2021-05-19T07:55:00Z,llama3.3:latest,0.8
35192,0,Spam message,2021-05-18T07:50:00Z,llama3.3:latest,1.0
35191,4,Discussion about token burn,2021-05-17T07:45:00Z,llama3.3:latest,0.6
35190,3,Discussion about $PAWS token,2021-05-16T07:40:00Z,llama3.3:latest,0.7
35189,2,Discussion about XTONXWHEELROBOT,2021-05-15T07:35:00Z,llama3.3:latest,0.9
35188,1,Discussion about token giveaway,2021-05-14T07:30:00Z,llama3.3:latest,0.8
35187,0,Spam message,2021-05-13T07:25:00Z,llama3.3:latest,1.0
35186,4,Discussion about token burn,2021-05-12T07:20:00Z,llama3.3:latest,0.6
35185,3,Discussion about $PAWS token,2021-05-11T07:15:00Z,llama3.3:latest,0.7
35184,2,Discussion about XTONXWHEELROBOT,2021-05-10T07:10:00Z,llama3.3:latest,0.9
35183,1,Discussion about token giveaway,2021-05-09T07:05:00Z,llama3.3:latest,0.8
35182,0,Spam message,2021-05-08T07:00:00Z,llama3.3:latest,1.0
35181,4,Discussion about token burn,2021-05-07T06:55:00Z,llama3.3:latest,0.6
35180,3,Discussion about $PAWS token,2021-05-06T06:50:00Z,llama3.3:latest,0.7
35179,2,Discussion about XTONXWHEELROBOT,2021-05-05T06:45:00Z,llama3.3:latest,0.9
35178,1,Discussion about token giveaway,2021-05-04T06:40:00Z,llama3.3:latest,0.8
35177,0,Spam message,2021-05-03T06:35:00Z,llama3.3:latest,1.0
35176,4,Discussion about token burn,2021-05-02T06:30:00Z,llama3.3:latest,0.6
35175,3,Discussion about $PAWS token,2021-05-01T06:25:00Z,llama3.3:latest,0.7
35174,2,Discussion about XTONXWHEELROBOT,2021-04-30T06:20:00Z,llama3.3:latest,0.9
35173,1,Discussion about token giveaway,2021-04-29T06:15:00Z,llama3.3:latest,0.8
35172,0,Spam message,2021-04-28T06:10:00Z,llama3.3:latest,1.0
35171,4,Discussion about token burn,2021-04-27T06:05:00Z,llama3.3:latest,0.6
35170,3,Discussion about $PAWS token,2021-04-26T06:00:00Z,llama3.3:latest,0.7
35169,2,Discussion about XTONXWHEELROBOT,2021-04-25T05:55:00Z,llama3.3:latest,0.9
35168,1,Discussion about token giveaway,2021-04-24T05:50:00Z,llama3.3:latest,0.8
35167,0,Spam message,2021-04-23T05:45:00Z,llama3.3:latest,1.0
35166,4,Discussion about token burn,2021-04-22T05:40:00Z,llama3.3:latest,0.6
35165,3,Discussion about $PAWS token,2021-04-21T05:35:00Z,llama3.3:latest,0.7
35164,2,Discussion about XTONXWHEELROBOT,2021-04-20T05:30:00Z,llama3.3:latest,0.9
35163,1,Discussion about token giveaway,2021-04-19T05:25:00Z,llama3.3:latest,0.8
35162,0,Spam message,2021-04-18T05:20:00Z,llama3.3:latest,1.0
35161,4,Discussion about token burn,2021-04-17T05:15:00Z,llama3.3:latest,0.6
35160,3,Discussion about $PAWS token,2021-04-16T05:10:00Z,llama3.3:latest,0.7
35159,2,Discussion about XTONXWHEELROBOT,2021-04-15T05:05:00Z,llama3.3:latest,0.9
35158,1,Discussion about token giveaway,2021-04-14T05:00:00Z,llama3.3:latest,0.8
35157,0,Spam message,2021-04-13T04:55:00Z,llama3.3:latest,1.0
35156,4,Discussion about token burn,2021-04-12T04:50:00Z,llama3.3:latest,0.6
35155,3,Discussion about $PAWS token,2021-04-11T04:45:00Z,llama3.3:latest,0.7
35154,2,Discussion about XTONXWHEELROBOT,2021-04-10T04:40:00Z,llama3.3:latest,0.9
35153,1,Discussion about token giveaway,2021-04-09T04:35:00Z,llama3.3:latest,0.8
35152,0,Spam message,2021-04-08T04:30:00Z,llama3.3:latest,1.0
35151,4,Discussion about token burn,2021-04-07T04:25:00Z,llama3.3:latest,0.6
35150,3,Discussion about $PAWS token,2021-04-06T04:20:00Z,llama3.3:latest,0.7
35149,2,Discussion about XTONXWHEELROBOT,2021-04-05T04:15:00Z,llama3.3:latest,0.9
35148,1,Discussion about token giveaway,2021-04-04T04:10:00Z,llama3.3:latest,0.8
35147,0,Spam message,2021-04-03T04:05:00Z,llama3.3:latest,1.0
35146,4,Discussion about token burn,2021-04-02T04:00:00Z,llama3.3:latest,0.6
35145,3,Discussion about $PAWS token,2021-04-01T03:55:00Z,llama3.3:latest,0.7
35144,2,Discussion about XTONXWHEELROBOT,2021-03-31T03:50:00Z,llama3.3:latest,0.9
35143,1,Discussion about token giveaway,2021-03-30T03:45:00Z,llama3.3:latest,0.8
35142,0,Spam message,2021-03-29T03:40:00Z,llama3.3:latest,1.0
35141,4,Discussion about token burn,2021-03-28T03:35:00Z,llama3.3:latest,0.6
35140,3,Discussion about $PAWS token,2021-03-27T03:30:00Z,llama3.3:latest,0.7
35139,2,Discussion about XTONXWHEELROBOT,2021-03-26T03:25:00Z,llama3.3:latest,0.9
35138,1,Discussion about token giveaway,2021-03-25T03:20:00Z,llama3.3:latest,0.8
35137,0,Spam message,2021-03-24T03:15:00Z,llama3.3:latest,1.0
35136,4,Discussion about token burn,2021-03-23T03:10:00Z,llama3.3:latest,0.6
